Age,Gender,Income,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
44,non-binary,110351,0,sunbathing,1174,suburban,152,253,spring,0,0,0
59,female,27719,6,swimming,3098,suburban,50,118,spring,1,1,0
19,non-binary,44721,2,skiing,4114,rural,41,193,fall,0,1,1
43,non-binary,29507,4,hiking,1599,suburban,238,71,spring,0,1,0
34,non-binary,50007,8,skiing,3629,urban,296,247,fall,1,1,0
57,male,69459,1,skiing,4287,rural,57,158,spring,0,1,1
50,female,77141,7,skiing,4041,urban,118,134,fall,1,1,1
26,female,70036,4,sunbathing,4331,rural,241,258,winter,0,0,0
60,non-binary,27797,6,hiking,4615,urban,139,249,summer,1,0,1
65,female,94353,6,skiing,3646,urban,274,203,spring,0,0,0
56,non-binary,79923,3,hiking,1153,rural,230,169,spring,0,1,0
46,non-binary,112388,6,swimming,3596,rural,188,141,summer,1,1,0
59,non-binary,76101,5,swimming,1361,rural,214,288,spring,0,0,0
43,male,74291,8,swimming,4273,urban,252,156,spring,1,1,0
52,female,104227,9,sunbathing,4590,urban,246,223,winter,0,1,0
67,non-binary,92688,3,swimming,4649,rural,223,171,spring,0,1,0
42,female,98437,5,sunbathing,4435,rural,93,208,winter,1,1,0
41,male,71396,3,skiing,3895,suburban,10,214,fall,0,1,1
30,male,57253,8,skiing,4906,suburban,118,203,fall,1,0,1
24,non-binary,78046,9,skiing,916,suburban,295,46,winter,1,1,0
53,male,77689,0,hiking,2326,rural,277,135,summer,1,0,0
62,male,112800,1,swimming,3188,rural,111,110,winter,0,0,0
37,male,60063,7,hiking,2204,urban,20,64,winter,1,1,1
18,male,91793,4,swimming,1745,suburban,227,271,spring,0,1,0
25,male,55774,5,swimming,3092,suburban,215,264,spring,1,1,0
63,male,105198,5,skiing,4761,suburban,236,5,spring,1,0,0
33,female,22895,0,swimming,4644,rural,183,156,summer,0,0,0
31,male,44406,6,sunbathing,3203,rural,152,222,spring,1,0,0
29,female,51848,1,sunbathing,3631,urban,261,77,fall,1,0,0
68,non-binary,76021,6,sunbathing,2554,suburban,60,231,spring,0,1,0
40,male,69077,9,hiking,1782,rural,80,79,spring,0,0,0
32,male,102628,4,sunbathing,1009,rural,263,293,spring,1,0,0
45,female,119498,3,hiking,4178,suburban,286,141,summer,1,0,0
51,male,36644,8,skiing,3178,rural,247,4,fall,1,1,0
19,female,64809,8,swimming,4519,suburban,153,265,winter,0,1,0
49,female,112021,5,sunbathing,3702,suburban,93,111,fall,0,0,0
40,male,105155,0,sunbathing,2357,suburban,130,223,winter,0,0,0
39,non-binary,45250,0,swimming,1776,suburban,288,160,fall,0,1,0
68,non-binary,78670,9,skiing,2356,suburban,281,67,summer,1,1,0
42,non-binary,76207,1,swimming,1346,rural,106,146,summer,1,1,0
39,female,50884,1,sunbathing,4077,urban,226,220,summer,1,1,0
39,female,110025,9,sunbathing,3464,rural,292,35,spring,1,1,0
66,male,103183,7,sunbathing,3907,rural,143,279,summer,0,0,0
69,female,51271,2,skiing,2696,suburban,210,103,summer,1,0,0
59,non-binary,99375,0,skiing,3747,rural,271,221,fall,0,1,0
23,male,118500,5,skiing,1891,rural,274,49,fall,1,1,0
32,non-binary,119594,7,sunbathing,3077,urban,33,201,spring,1,1,0
60,male,86610,5,sunbathing,807,suburban,38,185,winter,0,1,0
54,non-binary,43919,3,swimming,4344,suburban,270,105,spring,1,0,0
50,male,105357,8,skiing,2166,rural,230,213,spring,1,1,0
25,non-binary,77581,9,skiing,4046,rural,226,122,fall,0,1,0
61,female,64367,7,sunbathing,1204,urban,148,237,summer,1,1,0
61,non-binary,119249,0,skiing,1477,suburban,70,296,summer,0,1,1
22,male,110818,5,hiking,3603,suburban,138,172,summer,0,1,1
56,non-binary,78432,7,skiing,502,rural,131,130,fall,1,1,0
21,female,36173,3,hiking,1847,rural,90,215,summer,0,0,1
23,male,41855,8,sunbathing,4172,urban,89,15,summer,1,0,0
62,female,75061,8,sunbathing,3340,suburban,203,9,spring,1,0,0
49,non-binary,99179,1,swimming,2206,urban,117,89,winter,1,0,0
69,male,80293,8,sunbathing,1160,urban,205,46,summer,1,1,0
47,non-binary,69318,2,hiking,2312,suburban,270,148,spring,0,1,0
64,male,84104,6,skiing,2084,rural,81,197,spring,1,1,1
52,female,64628,9,swimming,2423,urban,164,135,summer,0,1,0
57,female,56831,6,swimming,4938,rural,273,102,fall,0,1,0
69,female,38224,1,sunbathing,4155,rural,103,114,fall,1,0,0
33,non-binary,33168,6,sunbathing,3573,suburban,32,143,fall,1,0,0
30,male,58414,3,sunbathing,1469,suburban,223,65,winter,0,0,0
67,female,36160,7,swimming,3770,urban,152,274,winter,0,1,0
59,non-binary,40575,7,sunbathing,2895,suburban,50,194,fall,1,0,0
47,non-binary,65281,8,sunbathing,3029,rural,47,125,fall,0,0,0
36,male,97299,6,skiing,3271,rural,12,275,fall,0,1,1
34,female,25749,1,swimming,3878,suburban,50,194,winter,0,0,0
36,non-binary,76518,6,sunbathing,2189,urban,173,139,fall,1,0,0
45,female,114860,3,sunbathing,2706,suburban,47,47,spring,0,1,0
43,male,28884,7,hiking,1459,urban,137,52,fall,1,1,0
54,female,100038,7,swimming,1996,urban,268,75,summer,0,0,0
43,female,48613,0,sunbathing,3029,suburban,285,47,fall,0,0,0
40,non-binary,43432,7,hiking,1137,suburban,247,77,spring,1,0,0
26,non-binary,21129,9,sunbathing,3872,suburban,235,91,summer,0,0,0
29,male,115097,3,swimming,3133,suburban,193,297,winter,0,1,0
18,male,81405,1,skiing,2174,rural,39,138,winter,0,1,1
18,male,77108,9,swimming,947,rural,225,107,winter,0,0,0
64,non-binary,101035,7,hiking,3358,urban,275,77,summer,0,1,0
51,male,53868,3,swimming,695,suburban,289,178,winter,0,1,0
49,male,59805,9,hiking,1955,urban,146,97,spring,0,0,0
65,non-binary,95825,5,skiing,617,suburban,15,144,spring,1,0,1
42,male,82092,5,swimming,3291,urban,285,251,spring,0,1,0
57,non-binary,90323,9,skiing,1208,rural,247,85,summer,0,0,0
62,male,113658,7,swimming,3908,suburban,214,145,summer,0,1,0
18,non-binary,20347,4,swimming,975,urban,85,291,spring,0,0,0
33,female,59396,6,hiking,4091,suburban,8,256,winter,0,0,1
56,non-binary,69359,5,sunbathing,4713,urban,60,136,winter,1,1,0
22,non-binary,99476,5,swimming,3510,rural,244,250,spring,0,1,0
39,non-binary,67764,0,skiing,967,suburban,114,95,fall,0,1,0
46,male,60118,4,sunbathing,4770,urban,46,60,spring,1,0,0
20,non-binary,21545,4,sunbathing,1046,rural,250,49,summer,0,1,0
29,non-binary,74221,1,hiking,2798,urban,198,61,spring,1,1,0
43,male,69782,8,sunbathing,3134,urban,59,31,summer,0,0,0
33,female,95867,7,swimming,4773,suburban,25,14,fall,0,0,0
68,non-binary,71868,3,skiing,2039,suburban,252,274,winter,0,0,1
54,male,66190,1,swimming,4665,urban,175,293,spring,0,1,0
39,female,64711,4,skiing,3477,rural,129,292,summer,0,0,1
46,non-binary,85154,9,skiing,3797,suburban,81,77,spring,0,0,0
31,female,67616,6,swimming,656,urban,36,163,spring,0,0,0
45,non-binary,105286,8,swimming,4332,urban,6,284,summer,0,0,0
22,non-binary,77473,6,skiing,2374,suburban,258,82,spring,0,0,0
64,female,60649,6,swimming,3226,urban,102,67,summer,0,0,0
66,female,101566,5,hiking,3997,urban,111,64,winter,1,0,0
47,female,55473,8,swimming,1701,suburban,177,208,spring,0,0,0
63,non-binary,73382,2,hiking,850,rural,129,175,winter,0,0,1
69,non-binary,86308,6,skiing,609,rural,143,204,winter,1,0,1
22,male,106428,9,hiking,1066,urban,164,150,summer,0,0,0
29,male,52707,1,skiing,1250,urban,33,153,winter,0,0,1
33,male,101079,8,sunbathing,3030,urban,209,216,spring,1,1,0
43,non-binary,62050,4,swimming,4569,suburban,122,60,fall,0,1,0
43,female,94823,8,swimming,2722,suburban,163,274,fall,1,1,0
65,male,53355,5,swimming,956,urban,238,161,summer,0,1,0
38,non-binary,76599,7,hiking,3994,suburban,9,142,winter,0,0,1
56,female,48946,4,skiing,1176,rural,154,165,fall,0,1,1
53,male,105750,0,sunbathing,1249,rural,121,276,fall,0,0,0
50,female,84611,9,hiking,3095,urban,275,298,fall,1,0,1
47,female,69233,4,sunbathing,665,suburban,125,239,summer,0,1,0
54,male,106823,5,swimming,1319,urban,217,187,fall,0,1,0
40,male,90391,4,skiing,2127,urban,95,249,fall,1,1,1
27,non-binary,48286,0,skiing,1749,urban,139,132,summer,0,1,0
22,female,68383,0,skiing,632,urban,5,13,summer,0,1,1
53,male,104769,3,skiing,1819,rural,95,278,spring,0,1,1
51,male,85240,6,hiking,2564,urban,75,260,winter,1,1,1
69,female,57499,8,skiing,3143,suburban,109,43,winter,0,0,0
48,female,51750,3,skiing,4858,rural,50,254,fall,0,0,1
27,female,63082,4,hiking,2430,suburban,279,292,winter,0,1,1
36,male,89157,4,hiking,3953,rural,76,96,spring,0,1,1
49,male,70066,9,sunbathing,4176,rural,75,285,winter,1,1,0
18,non-binary,25932,4,hiking,1983,suburban,267,58,fall,0,1,0
22,female,62643,3,skiing,4219,suburban,153,2,summer,1,1,0
62,male,96250,6,sunbathing,2818,rural,9,155,spring,0,0,0
21,male,106238,0,hiking,756,urban,215,137,spring,1,1,0
33,female,62712,3,hiking,4937,urban,278,30,spring,0,0,0
41,male,30103,4,sunbathing,3695,rural,25,198,spring,0,1,0
33,female,101025,6,swimming,4917,suburban,33,164,summer,0,1,0
19,male,32252,2,sunbathing,4709,rural,237,287,spring,0,0,0
66,female,43076,1,sunbathing,1762,suburban,67,237,summer,1,0,0
45,female,26174,3,hiking,4365,rural,135,236,winter,1,1,1
49,male,107593,6,hiking,1652,rural,0,169,fall,0,1,1
44,female,38029,1,swimming,3051,suburban,96,217,summer,0,1,0
37,non-binary,96756,6,swimming,3392,rural,12,119,summer,1,0,0
41,non-binary,87552,7,skiing,819,rural,202,118,spring,0,1,0
29,female,92393,5,hiking,545,rural,230,8,spring,1,0,0
67,non-binary,87579,8,skiing,995,urban,116,21,winter,0,1,0
52,male,67701,0,hiking,2014,urban,52,251,fall,0,0,1
50,male,86740,9,sunbathing,4467,urban,16,32,winter,1,0,0
50,female,76202,1,skiing,606,rural,39,6,spring,1,1,0
68,male,110485,3,swimming,1734,urban,292,113,summer,1,0,0
60,male,41864,7,sunbathing,2604,suburban,106,276,summer,0,1,0
54,non-binary,96747,2,swimming,904,rural,36,222,fall,0,1,0
29,male,83987,7,sunbathing,2430,urban,286,296,winter,0,0,0
20,male,96005,3,hiking,1066,rural,159,235,spring,1,0,1
18,non-binary,107052,4,swimming,806,suburban,38,70,winter,1,1,0
50,female,41925,2,swimming,4401,rural,275,95,summer,1,1,0
57,female,100913,5,skiing,3383,suburban,205,272,winter,0,0,1
27,non-binary,109487,2,skiing,4138,suburban,226,236,summer,1,1,1
60,non-binary,89800,8,sunbathing,4057,urban,135,280,summer,0,0,0
61,male,21073,5,hiking,3427,rural,284,297,summer,1,1,1
46,male,67209,0,sunbathing,2335,suburban,0,206,summer,0,0,0
30,female,105210,9,swimming,2426,rural,11,244,spring,1,0,0
29,female,27873,2,skiing,2961,suburban,59,238,winter,0,0,1
48,non-binary,20040,7,hiking,2793,suburban,82,92,winter,1,0,1
63,male,93073,1,swimming,1519,suburban,143,237,spring,1,1,0
19,non-binary,21655,7,hiking,2813,suburban,66,141,spring,0,1,1
68,female,73786,9,sunbathing,662,urban,57,159,spring,0,1,0
67,female,30938,5,hiking,1816,suburban,277,288,spring,0,1,1
52,non-binary,70496,3,hiking,946,suburban,33,107,winter,0,0,1
40,male,79533,1,sunbathing,2817,suburban,25,205,winter,0,1,0
34,male,20930,2,skiing,3469,urban,151,101,fall,0,0,0
43,non-binary,34614,1,hiking,1688,suburban,239,256,spring,1,1,1
25,female,46090,9,swimming,3439,rural,94,48,winter,1,0,0
46,non-binary,111674,3,sunbathing,2465,rural,182,129,summer,1,0,0
43,non-binary,114641,4,swimming,800,urban,6,63,spring,1,1,0
27,male,62849,4,swimming,4779,suburban,233,30,fall,1,0,0
43,female,78032,0,swimming,3145,urban,100,261,winter,0,1,0
51,female,97658,8,hiking,4533,suburban,71,255,spring,0,0,1
68,male,28162,0,hiking,4473,suburban,154,267,fall,1,1,1
58,female,88948,4,skiing,797,urban,192,173,summer,1,0,0
24,female,38534,1,sunbathing,2094,urban,57,62,spring,0,1,0
21,male,61858,3,skiing,3666,urban,193,14,spring,0,1,0
67,female,110435,4,sunbathing,1711,rural,30,175,fall,1,1,0
62,female,80174,5,sunbathing,3491,urban,30,37,fall,1,0,0
28,non-binary,89314,8,skiing,2922,suburban,284,76,summer,0,0,0
46,female,26658,2,sunbathing,1173,urban,294,228,summer,0,1,0
53,non-binary,25107,8,swimming,768,suburban,159,297,winter,0,1,0
42,non-binary,68657,2,swimming,2288,rural,163,199,spring,1,1,0
38,non-binary,86413,1,swimming,4988,rural,6,154,winter,1,1,0
53,male,26836,5,hiking,2084,rural,22,59,winter,0,1,1
27,male,112424,4,hiking,1356,urban,28,166,summer,1,1,1
54,female,42631,6,hiking,1475,urban,286,135,summer,1,1,0
26,non-binary,26055,2,skiing,2049,rural,271,133,summer,0,0,0
41,female,26583,8,hiking,2958,rural,274,74,winter,1,0,0
52,female,81196,0,skiing,3162,suburban,144,215,summer,1,1,1
66,female,73166,2,skiing,708,suburban,209,197,summer,0,1,0
52,female,117609,4,sunbathing,1547,suburban,183,221,summer,1,0,0
65,female,53387,2,skiing,4567,urban,264,127,fall,0,1,0
53,non-binary,29604,2,sunbathing,2810,suburban,2,229,winter,1,1,0
35,non-binary,90997,8,hiking,900,suburban,24,100,fall,0,1,1
66,non-binary,36644,9,skiing,1903,urban,253,92,summer,0,1,0
56,non-binary,113945,8,sunbathing,1144,rural,151,291,winter,1,0,0
49,male,96171,5,sunbathing,1277,rural,70,205,spring,1,0,0
41,non-binary,69058,6,skiing,1876,urban,48,170,fall,1,1,1
40,non-binary,22644,8,swimming,509,suburban,68,182,spring,1,1,0
49,non-binary,106425,5,skiing,2979,rural,84,69,spring,0,0,0
54,male,58272,5,skiing,2451,rural,85,95,fall,1,0,1
29,female,40208,9,sunbathing,2564,urban,36,154,winter,1,0,0
66,male,108201,0,swimming,4168,rural,108,296,fall,1,0,0
30,non-binary,32709,0,sunbathing,4349,rural,258,42,summer,1,1,0
40,non-binary,85687,2,swimming,4335,suburban,90,280,spring,1,1,0
42,male,92414,8,swimming,4887,rural,52,195,spring,1,1,0
52,female,91404,7,sunbathing,4100,suburban,141,237,winter,1,0,0
58,male,101966,9,sunbathing,1172,rural,273,135,fall,1,1,0
47,male,60790,2,swimming,3089,rural,29,42,spring,0,1,0
34,non-binary,93556,3,swimming,2573,suburban,162,288,fall,0,1,0
66,male,97057,6,hiking,3222,suburban,231,92,summer,1,1,0
37,male,27540,2,sunbathing,2077,suburban,37,220,winter,1,0,0
65,male,68507,8,swimming,2971,suburban,215,263,fall,1,1,0
42,male,72381,4,sunbathing,3529,suburban,57,182,winter,1,0,0
39,male,88760,8,hiking,2606,suburban,141,218,winter,1,1,1
30,male,42896,0,sunbathing,2339,rural,199,193,spring,1,1,0
36,non-binary,59101,8,swimming,3507,suburban,31,147,spring,1,1,0
66,non-binary,39197,4,hiking,4508,rural,222,166,winter,0,1,0
53,non-binary,29472,3,skiing,2695,rural,125,177,spring,0,0,1
29,non-binary,39931,6,sunbathing,3941,urban,43,224,summer,0,1,0
58,male,94942,6,swimming,4673,suburban,174,82,spring,0,1,0
36,male,67059,3,hiking,1866,suburban,190,251,summer,1,0,1
29,male,119514,8,swimming,3214,suburban,219,75,spring,0,0,0
26,male,103567,2,skiing,2728,urban,20,174,fall,0,1,1
24,non-binary,105301,3,skiing,2558,rural,86,10,fall,0,0,0
45,non-binary,84452,1,sunbathing,2977,urban,159,254,summer,1,1,0
31,male,38870,9,swimming,3095,urban,134,258,winter,1,0,0
48,male,72829,5,hiking,3131,urban,108,290,fall,0,1,1
69,male,93686,5,sunbathing,2827,suburban,63,130,fall,0,1,0
36,male,57850,4,sunbathing,3434,suburban,249,75,winter,1,0,0
64,female,92500,6,swimming,4113,urban,128,141,winter,1,0,0
33,female,20233,5,swimming,2876,suburban,25,139,fall,0,1,0
22,female,55904,6,hiking,2247,suburban,164,55,fall,1,1,0
52,female,46674,4,sunbathing,572,suburban,17,232,winter,1,0,0
29,male,54009,9,skiing,3257,urban,186,226,winter,1,0,1
42,male,98197,7,sunbathing,3042,urban,203,217,winter,1,0,0
69,male,105007,0,hiking,4037,rural,123,69,fall,0,0,0
38,female,28005,8,hiking,1876,rural,91,114,winter,1,1,1
53,female,44765,1,skiing,4613,rural,193,210,spring,0,0,1
40,male,66825,9,sunbathing,1146,rural,90,174,spring,0,0,0
33,female,50756,5,swimming,3297,rural,81,27,spring,1,1,0
56,non-binary,26588,5,skiing,2757,urban,23,156,spring,0,0,1
62,female,37080,4,swimming,3204,suburban,275,57,fall,0,0,0
59,female,20172,8,swimming,2098,urban,95,190,summer,0,1,0
56,female,25373,4,hiking,3095,urban,236,182,winter,0,0,0
31,female,28056,1,swimming,3072,rural,183,225,summer,0,0,0
48,male,32673,6,skiing,4536,urban,116,7,fall,0,0,0
22,non-binary,30718,7,hiking,1571,urban,257,297,spring,0,0,1
52,male,96725,9,swimming,893,rural,277,214,winter,0,0,0
40,female,73161,9,sunbathing,1973,rural,1,266,winter,1,0,0
46,female,30524,2,skiing,3030,rural,58,56,summer,1,0,0
60,female,62816,1,sunbathing,3081,suburban,37,205,summer,1,0,0
28,female,41227,0,swimming,4513,rural,152,191,winter,0,0,0
35,female,69357,0,skiing,1818,urban,174,3,spring,0,0,0
64,non-binary,25031,9,skiing,2406,suburban,272,58,summer,0,1,0
29,male,53546,5,sunbathing,662,rural,297,42,winter,1,1,0
26,female,96729,2,hiking,4848,rural,180,170,summer,1,0,0
27,non-binary,27391,9,skiing,2479,rural,67,230,fall,0,1,1
61,male,48947,0,swimming,4152,rural,176,91,spring,0,1,0
34,male,40161,4,sunbathing,3003,suburban,282,262,spring,0,1,0
55,male,85950,0,sunbathing,2187,urban,198,87,winter,1,0,0
24,female,74660,8,sunbathing,3410,suburban,71,187,winter,0,0,0
63,female,96127,3,hiking,4172,suburban,188,41,spring,1,1,0
30,non-binary,109137,0,skiing,4350,rural,6,232,fall,0,0,1
57,non-binary,80456,9,sunbathing,533,rural,246,283,spring,1,1,0
59,male,56350,4,sunbathing,2403,suburban,49,226,fall,1,1,0
26,female,44073,8,swimming,3808,rural,134,140,spring,0,0,0
67,male,62996,5,hiking,3038,rural,40,72,winter,1,1,1
44,male,71892,8,hiking,4688,rural,239,10,winter,1,1,0
19,non-binary,74115,6,skiing,3200,suburban,69,277,spring,0,1,1
22,female,42937,9,sunbathing,3795,rural,150,159,fall,1,1,0
46,non-binary,57995,0,sunbathing,4279,suburban,229,171,winter,1,1,0
54,female,52322,5,hiking,3036,suburban,263,280,summer,1,0,1
55,male,55165,5,sunbathing,4427,suburban,63,199,winter,1,0,0
36,male,91994,6,skiing,2920,suburban,134,1,winter,1,1,0
25,male,111926,0,swimming,3109,rural,29,242,winter,0,1,0
65,female,34614,4,hiking,3570,suburban,41,161,summer,1,1,1
62,male,25034,4,sunbathing,2043,suburban,245,178,spring,1,1,0
18,female,94339,2,swimming,4104,urban,141,147,summer,1,0,0
39,female,112952,6,hiking,1120,rural,195,96,fall,1,1,0
69,non-binary,77683,2,hiking,3955,urban,222,171,summer,0,1,0
34,male,57947,3,sunbathing,3487,rural,299,237,spring,0,1,0
24,non-binary,85637,4,skiing,3060,rural,214,75,summer,1,1,0
42,female,87232,9,skiing,2462,suburban,278,58,fall,0,1,0
62,male,52928,6,hiking,1557,rural,297,202,summer,0,1,0
21,male,51717,3,sunbathing,3081,suburban,24,286,fall,0,1,0
53,female,117070,7,hiking,2062,rural,168,178,fall,0,1,1
23,male,104512,8,swimming,2670,rural,243,101,fall,1,1,0
48,female,56133,8,sunbathing,4916,urban,231,243,summer,0,1,0
36,male,94903,3,skiing,1536,rural,256,0,spring,0,1,0
61,male,119678,9,skiing,4320,rural,229,195,fall,0,0,0
56,female,49541,1,skiing,2943,urban,102,269,spring,0,1,1
44,non-binary,69115,8,skiing,1274,rural,55,28,winter,1,0,0
27,female,111862,9,hiking,2894,urban,261,115,winter,1,0,0
43,male,29273,0,swimming,4460,rural,157,186,fall,1,1,0
36,female,68857,4,hiking,2537,suburban,31,101,summer,0,0,1
56,female,24448,9,swimming,2024,suburban,44,115,winter,0,0,0
20,female,66010,5,hiking,1986,urban,247,236,spring,0,1,0
62,male,74904,9,skiing,3584,rural,82,130,fall,1,1,1
30,non-binary,104956,1,hiking,3497,suburban,236,17,fall,1,1,0
67,non-binary,80832,0,sunbathing,751,suburban,7,268,fall,1,0,0
45,male,107334,4,hiking,4530,rural,119,280,summer,1,0,1
37,non-binary,67661,1,skiing,4202,urban,25,116,fall,1,0,1
45,female,97294,5,sunbathing,1832,suburban,283,235,winter,0,0,0
25,female,30661,8,sunbathing,4765,suburban,293,148,spring,0,1,0
58,non-binary,62134,0,hiking,4655,suburban,242,173,fall,1,0,0
56,non-binary,83280,6,swimming,2827,rural,30,130,winter,1,0,0
18,non-binary,92300,9,swimming,2954,suburban,8,95,spring,1,1,0
20,female,94007,3,skiing,3682,rural,229,214,winter,1,0,0
30,female,84126,0,hiking,4835,rural,107,246,fall,0,0,1
45,male,96394,5,hiking,2591,rural,51,119,winter,0,0,1
66,male,44402,3,skiing,2603,rural,75,58,fall,0,1,0
42,female,90825,3,swimming,3453,rural,229,44,summer,0,0,0
50,female,88733,5,hiking,3247,rural,93,0,summer,1,0,0
55,male,92218,5,swimming,3052,urban,52,235,summer,1,1,0
23,male,81569,8,hiking,3051,suburban,256,187,fall,1,0,0
61,female,99475,7,swimming,4252,urban,284,34,spring,1,0,0
62,non-binary,92526,7,skiing,1514,suburban,138,83,fall,1,0,0
49,female,110492,8,skiing,3455,urban,199,4,fall,1,1,0
62,non-binary,104108,3,skiing,2566,suburban,126,92,spring,0,1,0
64,female,118394,6,hiking,4312,urban,115,28,fall,1,0,0
38,male,63669,4,hiking,4545,rural,289,0,spring,1,0,0
33,male,77206,0,hiking,2154,rural,227,106,summer,1,0,0
38,male,75342,2,skiing,4509,urban,235,229,summer,1,1,0
28,female,81742,6,swimming,1652,suburban,80,105,spring,1,0,0
54,female,24672,2,hiking,588,urban,127,259,summer,1,0,1
53,female,114404,8,swimming,2148,suburban,273,82,fall,1,0,0
52,non-binary,94140,3,sunbathing,954,urban,179,74,summer,1,0,0
36,female,99221,1,hiking,4667,suburban,92,188,fall,0,0,1
37,non-binary,110909,5,swimming,3164,rural,104,283,summer,1,1,0
35,non-binary,112921,6,sunbathing,4841,rural,193,217,spring,1,0,0
64,non-binary,101797,8,swimming,3226,urban,226,71,summer,0,1,0
58,male,75859,0,swimming,3265,urban,172,22,winter,0,0,0
66,non-binary,92708,5,hiking,3448,rural,200,101,summer,0,1,0
31,non-binary,64584,4,hiking,2492,suburban,20,127,summer,1,1,1
32,male,109491,1,sunbathing,1512,suburban,25,259,summer,0,0,0
48,non-binary,91709,5,swimming,2751,urban,199,145,fall,0,1,0
18,female,21583,0,swimming,4788,rural,60,139,summer,0,1,0
20,female,82160,8,swimming,3032,suburban,70,117,winter,1,1,0
33,male,36059,5,swimming,1369,suburban,116,100,winter,1,1,0
40,male,26778,2,hiking,3754,rural,149,196,winter,1,0,1
